Eidomeni,41.122493,22.510477
Malakasa,38.238824,23.796463
Afidnes,38.202852,23.840493
Elaionas,37.986910,23.692617
Drama,41.149001,24.147080
Thermopiles,38.798783,22.545383
Litochoro,40.102947,22.502612
Lesvos,39.264510,26.277707
Chios,38.370981,26.136346
Samos,37.754786,26.977770
Cherso,41.088624,22.780241
Peiraias,37.942986,23.646983
Elliniko,37.888940,23.743511
Neo Kavalas,40.987929,22.617294
Schisto,37.980791,23.603354
Diavata,40.689829,22.858794
